YEAR,SERVICE,TITLE,ID #,DEPARTMENT,LOCATION,DISTRICT,Description,FIN_CODE,Amount,LATITUDE,LONGITUDE
2019,Community Facilities,West Minnehaha Rec Center - Restroom Facility Replacement- Capital Maintenance,CF-660836-441,Parks and Recreation,685 Minnehaha Ave W,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,55300,44.963298,-93.129307
2019,Community Facilities,Mounds Park Pavilion - Exterior Brick Repairs- Capital Maintenance,CF-660836-442,Parks and Recreation,10 Mounds Blvd,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,6160,44.946807,-93.060788
2019,Community Facilities,Merriam Park Rec Center - Roof Replacement- Capital Maintenance,CF-660836-443,Parks and Recreation,2000 St. Anthony Ave,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,72000,44.952654,-93.184722
2019,Community Facilities,Como Lakeside Pavilion - Roof Top Condenser and Air Handler- Capital Maintenance,CF-660836-444,Parks and Recreation,1360 Lexington Pkwy N,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,175000,44.982304,-93.143188
2019,Community Facilities,Dayton's Bluff Recreation Center - Security Cameras- Capital Maintenance,CF-660836-445,Parks and Recreation,800 Conway St,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,51830,44.955271,-93.065283
2019,Community Facilities,Marydale Park - Upgrade Park Amenities- Capital Maintenance,CF-660836-447,Parks and Recreation,542 Maryland Avenue W,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,91054,44.977371,-93.123111
2019,Community Facilities,Dayton's Bluff Rec Center - Adjustable Rims- Capital Maintenance,CF-660836-448,Parks and Recreation,800 Conway St,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,9600,44.955271,-93.065283
2019,Community Facilities,Dale Street - Emergency Power System- Capital Maintenance,CF-660836-449,Public Works,873 N. Dale Street,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,192820,44.967644,-93.127645
2019,Community Facilities,Public Art Maintenance- Capital Maintenance,CF-660836-1P,Public Art,Citywide,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,7490,,
2019,Internal Service,Emergency Contingency- Capital Maintenance,CF-660836-1C,General Government,Citywide,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,39531,,
2019,Community Facilities,Pedro Park,CF-173802,Parks and Recreation,114 10th Street East,17,"Design, engineering, and construction of 0.45 acre park in downtown Saint Paul.",CIB,2230000,44.951096,-93.094888
2019,Community Facilities,Eastview Play Area,CF-013662,Parks and Recreation,"1675 5th Street E, St. Paul, MN 55106",1,"Removal and replacement of existing play equipment and other site improvements located at the Eastview Recreation Center Play Area. Play area enhancements include new play equipment, resilient surfacing for ADA compliance, and other site amenities such as seating, signage, and landscaping. The most recent improvements to the play area were 17 years ago, in 2001.",CDBG,227000,44.960189,-93.029113
2019,Residential and Economic Development,NENDC Home Improvement Plus,RE-551806,Planning and Economic Development,East of Johnson Parkway north of I 94,"1,2",Two Hundred Thousand dollars a year to provide home improvement loans to low and moderate income people living on the East Side of Saint Paul. Many home owners have moderate incomes or acquired their homes during the housing bubble; they have limited equity and have difficulty getting financing for home improvements from a private lender.,CDBG,125000,44.9761467,-93.0220261
2019,Residential and Economic Development,St. Paul Green Line Home Improvement Program,RE-551753,Planning and Economic Development,Scattered Site Single Family Owner Occupied Homes Along the Green Line Transit Corridor in St. Paul,"7,8,11,13",Neighbor Works Home Partners St. Paul Green Line Home Improvement Program will provide home improvement loans and grants and construction management services for home improvement projects for eligible low-to-moderate income single family owner occupied homes along the Green Line transit corridor in the heart of St. Paul.,CDBG,225000,,
2019,Residential and Economic Development,North End Façade Improvement,RE-063643,Planning and Economic Development,Rice Street from Arlington to Atwater,6,To provide deferred loans to property owners for rehabilitation of commercial storefronts on Rice Street between Arlington and Atwater. ESNDC will provide financial and technical assistance to property owners to improve the vitality and economic viability of three commercial properties on Rice Street,CDBG,35000,44.977394,-93.105939
2019,Residential and Economic Development,Business Investment Fund (BIF),RE-053226,Planning and Economic Development,Payne Avenue and Arcade Street between East 7th Street and Maryland Avenue,5,ESNDC's Business Investment Fund (BIF) revitalizes the Payne-Arcade Commercial District by providing financing for facade improvements and code-related rehabilitation for commercial buildings that stimulates investment. ESNDC will also pursue private investments for new development opportunities on Payne Avenue by providing gap financing for construction costs as an incentive.,CDBG,175000,44.970125,-93.066244
2019,Residential and Economic Development,District del Sol Rejuvenation,RE-033645,Planning and Economic Development,Robert/Cesar Chavez/State/George,3,To provide Deferred/Forgivable loans to property owners for rehabilitation of commercial storefronts and code related remediation on Cesar Chavez Street and Robert Street (District del Sol commercial area). ESNDC will provide financial and technical assistance to property owners to improve the vitality and economic viability of this commercial district.,CDBG,100000,44.92946,-93.077786
2019,Community Facilities,Infor Suite Upgrade,CF-663682,General Government,Citywide,Citywide,"The City's financial management system, Infor, is being upgraded to a new version that offers significant improvements over the current version. This upgrade requires the purchase of the new version and vendor consulting services to implement the upgrade.",Transfer from Special Fund,206000,,
